Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating,real_distance
70,Seethagangula River Pools (Sinharaja),Kudawa,Sabaragamuwa,Nature,6.4305,80.463,Off-Road,3.0,4.6,155.409
71,Kaluganga River Source Area (local),Kalawana,Sabaragamuwa,Nature,6.44,80.56,Off-Road,4.0,4.4,176.1861
72,Embilipitiya Cultural Walk,Embilipitiya,Sabaragamuwa,Culture,6.342,80.848,Paved,2.0,4.2,196.51239999999999
73,Udawalawe Safari Buffer Zone Nature Walk,Embilipitiya,Sabaragamuwa,Nature,6.47,80.895,Off-Road,3.0,4.4,202.1106
74,Maskeliya Tea Gardens Scenic Stop,Maskeliya,Sabaragamuwa,Viewpoint,6.81,80.53,Hilly,1.5,4.4,144.51579999999998
75,Tea Smallholder Experience (Ratnapura hills),Ratnapura,Sabaragamuwa,Culture,6.7,80.47,Hilly,3.0,4.3,138.4454
76,Godakawela Town & River Crossing,Godakawela,Sabaragamuwa,Culture,6.19,80.645,Paved,1.5,4.1,222.836
77,Godakawela Hot Springs (local),Godakawela,Sabaragamuwa,Nature,6.2,80.65,Paved,1.5,4.2,230.41170000000002
78,Opanayake Tea Trails,Opanayake,Sabaragamuwa,Hiking,6.705,80.52,Hilly,3.5,4.3,156.568
79,Pelmadulla Town Market,Pelmadulla,Sabaragamuwa,Shopping,6.62,80.54,Paved,1.5,4.1,144.05960000000002
80,Pelmadulla Scenic River Bend,Pelmadulla,Sabaragamuwa,Relax,6.622,80.538,Paved,1.5,4.2,143.38920000000002
